,arms,bench,broad,fortyyd,hands,heightinchestotal,tenyd,threecone,twentyss,twentyyd,vertical,weight,year,Player,Pos,injured_pct,position_group
1700,33.38,0.0,125.0,4.84,10.12,78.0,0.0,0.0,4.6,0.0,34.5,276,2010,Austen Lane,DE,0.29,DL
1710,32.62,0.0,107.0,4.84,9.62,73.0,0.0,0.0,0.0,0.0,28.0,215,2010,Thaddeus Lewis,QB,0.4,QB
1714,31.0,19.0,121.0,4.37,9.25,73.0,0.0,0.0,4.33,0.0,36.0,218,2010,Ryan Mathews,RB,0.2,RB
1720,29.25,20.0,118.0,4.53,8.38,69.0,0.0,0.0,4.06,0.0,37.5,172,2010,Dexter McCluster,WR,0.21,WR
1722,34.0,19.0,113.0,4.71,10.38,77.0,0.0,0.0,4.57,0.0,35.5,259,2010,Anthony McCoy,TE,0.67,TE
1723,31.0,0.0,114.0,4.79,9.38,73.0,0.0,0.0,0.0,0.0,0.0,216,2010,Colt McCoy,QB,0.11,QB
1724,33.75,23.0,114.0,5.04,10.25,76.0,0.0,0.0,4.48,0.0,30.5,295,2010,Gerald McCoy,DT,0.19,DL
1726,31.75,18.0,120.0,4.4,9.12,73.0,0.0,0.0,0.0,0.0,36.5,198,2010,Joe McKnight,RB,0.31,RB
1729,32.0,13.0,115.0,4.62,9.38,74.0,0.0,0.0,4.23,0.0,35.0,224,2010,Kerry Meier,WR,0.12,WR
1733,33.5,16.0,122.0,4.46,10.62,75.0,1.52,6.96,4.55,2.6,36.0,215,2010,Carlton Mitchell,WR,0.12,WR
1734,32.5,25.0,107.0,4.75,9.25,74.0,0.0,0.0,4.55,0.0,28.5,296,2010,Earl Mitchell,DT,0.11,DL
1736,33.25,18.0,113.0,4.69,10.12,75.0,0.0,0.0,4.42,0.0,34.0,245,2010,Tony Moeaki,TE,0.25,TE
1738,34.5,0.0,112.0,4.77,9.75,75.0,0.0,0.0,4.43,0.0,34.0,266,2010,Derrick Morgan,DE,0.22,DL
1744,34.0,26.0,106.0,5.03,9.75,77.0,0.0,0.0,4.59,0.0,29.0,304,2010,Jared Odrick,DT,0.22,DL
1756,34.0,0.0,98.0,4.98,9.0,75.0,0.0,0.0,4.76,0.0,33.0,300,2010,Corey Peters,DT,0.23,DL
1758,34.75,19.0,115.0,4.71,10.38,77.0,1.65,7.18,4.67,2.29,30.5,270,2010,Jason Pierre-Paul,DE,0.17,DL
1759,34.5,0.0,108.0,4.9,10.0,78.0,0.0,7.06,4.53,0.0,28.5,223,2010,Tony Pike,QB,0.38,QB
1760,32.25,27.0,113.0,4.68,10.0,77.0,0.0,0.0,4.17,0.0,34.0,245,2010,Dennis Pitta,TE,0.46,TE
1763,32.25,34.0,96.0,5.12,9.5,73.0,0.0,0.0,0.0,0.0,28.5,303,2010,Brian Price,DT,0.38,DL
1764,31.25,16.0,114.0,4.4,9.5,73.0,0.0,6.82,4.34,0.0,37.0,204,2010,Taylor Price,WR,0.71,WR
1765,34.0,23.0,112.0,4.68,10.25,77.0,0.0,0.0,0.0,0.0,32.0,254,2010,Andrew Quarless,TE,0.31,TE
1766,31.75,15.0,114.0,4.56,9.38,73.0,0.0,6.95,4.38,0.0,37.0,191,2010,David Reed,WR,0.31,WR
1769,31.5,15.0,120.0,4.4,9.5,71.0,1.52,6.77,4.15,2.58,36.0,195,2010,Andre Roberts,WR,0.1,WR
1771,31.25,0.0,110.0,4.68,9.0,75.0,0.0,0.0,4.4,0.0,35.0,214,2010,Zac Robinson,QB,1.0,QB
1777,32.0,12.0,126.0,4.4,9.25,71.0,1.49,6.64,4.1,2.46,39.5,186,2010,Emmanuel Sanders,WR,0.09,WR
1781,34.5,24.0,109.0,4.93,9.38,77.0,0.0,0.0,4.63,0.0,30.5,252,2010,George Selvie,DE,0.14,DL
1785,30.5,16.0,116.0,4.6,9.62,71.0,0.0,0.0,0.0,0.0,36.5,193,2010,Jordan Shipley,WR,0.47,WR
1786,32.0,0.0,108.0,4.85,9.75,78.0,0.0,0.0,4.33,0.0,33.5,243,2010,John Skelton,QB,0.16,QB
1792,30.5,18.0,0.0,4.27,10.12,71.0,0.0,0.0,0.0,0.0,0.0,196,2010,C.J. Spiller,RB,0.14,RB
1793,33.75,15.0,119.0,4.5,9.5,74.0,0.0,0.0,4.23,0.0,36.0,218,2010,James Starks,RB,0.25,RB
1796,33.5,32.0,105.0,5.03,10.25,76.0,0.0,0.0,4.44,0.0,35.5,307,2010,Ndamukong Suh,DT,0.0,DL
1798,31.25,26.0,124.0,4.34,9.0,71.0,0.0,0.0,4.12,0.0,40.5,220,2010,Ben Tate,RB,0.32,RB
1799,30.5,17.0,120.0,4.42,9.25,70.0,0.0,7.12,4.34,0.0,35.0,199,2010,Golden Tate,WR,0.04,WR
1800,31.75,0.0,115.0,4.71,10.12,75.0,0.0,0.0,4.17,0.0,38.5,236,2010,Tim Tebow,QB,0.12,QB
1805,33.0,0.0,0.0,4.38,10.5,75.25,0.0,0.0,0.0,0.0,0.0,224,2010,Demaryius Thomas,WR,0.1,WR
1809,31.88,19.0,105.0,4.84,9.38,71.0,0.0,0.0,4.69,0.0,32.0,245,2010,Manase Tonga,FB,0.06,FB
1810,32.75,22.0,110.0,4.66,9.25,73.0,0.0,0.0,4.67,0.0,32.0,213,2010,Keith Toston,RB,0.0,RB
1813,34.0,34.0,98.0,5.12,9.88,75.0,0.0,0.0,4.73,0.0,29.0,314,2010,Torell Troup,DT,0.54,DL
1828,31.5,18.0,115.0,4.49,9.25,74.0,0.0,6.69,4.03,0.0,33.5,209,2010,Blair White,WR,0.31,WR
1829,31.75,19.0,118.0,4.52,9.25,73.0,0.0,6.79,4.24,0.0,38.0,197,2010,Damian Williams,WR,0.18,WR
1830,33.5,27.0,96.0,5.19,10.12,74.0,0.0,0.0,4.87,0.0,32.0,327,2010,Dan Williams,DT,0.09,DL
1832,30.0,11.0,118.0,4.4,9.12,70.0,0.0,7.0,4.19,0.0,33.0,188,2010,Kyle Williams,WR,0.08,WR
1833,32.5,8.0,116.0,4.53,9.25,74.0,1.52,6.9,4.31,2.64,33.5,221,2010,Mike Williams,WR,0.22,WR
1834,33.25,15.0,125.0,4.5,9.12,77.0,1.48,6.81,4.11,2.52,36.5,210,2010,Stephen Williams,WR,0.31,WR
1837,32.75,23.0,0.0,4.97,10.0,75.0,0.0,0.0,0.0,0.0,29.5,286,2010,E.J. Wilson,DE,0.12,DL
1842,36.0,0.0,109.0,5.15,11.0,76.0,0.0,0.0,4.67,0.0,37.0,309,2010,Al Woods,DT,0.09,DL
1843,34.75,20.0,0.0,4.92,10.25,78.0,0.0,0.0,0.0,0.0,0.0,270,2010,Corey Wootton,DE,0.25,DL
1848,34.5,25.0,118.0,4.88,10.25,77.0,0.0,0.0,4.56,0.0,38.0,251,2010,Willie Young,DE,0.05,DL
1852,0.0,18.0,102.0,4.77,0.0,75.0,0.0,0.0,4.51,0.0,29.5,272,2009,Robert Ayers,DE,0.18,DL
1853,0.0,24.0,106.0,4.94,0.0,74.0,0.0,0.0,4.9,0.0,35.5,326,2009,Chris Baker,DT,0.02,DL
1854,34.5,17.0,118.0,4.55,10.75,78.0,0.0,0.0,4.26,0.0,33.5,229,2009,Ramses Barden,WR,0.48,WR
1858,0.0,28.0,0.0,4.62,0.0,75.0,0.0,0.0,0.0,0.0,0.0,239,2009,Travis Beckum,TE,0.31,TE
1861,0.0,15.0,114.0,4.74,0.0,71.0,0.0,0.0,4.2,0.0,34.5,212,2009,Kahlil Bell,RB,0.0,RB
1867,0.0,32.0,99.0,5.48,0.0,75.0,0.0,0.0,4.73,0.0,28.0,330,2009,Ron Brace,DT,0.23,DL
1873,34.0,23.0,124.0,4.49,9.0,75.0,1.56,0.0,4.47,2.62,37.0,218,2009,Kenny Britt,WR,0.19,WR
1876,0.0,24.0,115.0,4.37,0.0,73.0,0.0,0.0,4.33,0.0,37.0,224,2009,Andre Brown,RB,0.5,RB
1878,0.0,0.0,125.0,4.46,0.0,70.0,0.0,0.0,4.1,0.0,41.5,210,2009,Donald Brown,RB,0.21,RB
1879,0.0,26.0,114.0,4.65,0.0,74.0,0.0,0.0,4.53,0.0,31.5,256,2009,Everette Brown,DE,0.12,DL
1885,31.0,12.0,118.0,4.31,9.25,71.0,0.0,7.01,4.48,0.0,34.5,182,2009,Deon Butler,WR,0.41,WR
1898,0.0,24.0,121.0,4.5,0.0,73.0,0.0,0.0,4.51,0.0,36.0,209,2009,Glen Coffee,RB,0.12,RB
1899,31.0,17.0,120.0,4.56,9.0,73.0,0.0,6.78,4.24,0.0,34.0,200,2009,Austin Collie,WR,0.28,WR
1901,0.0,23.0,123.0,4.49,0.0,77.0,0.0,0.0,0.0,0.0,41.0,246,2009,Jared Cook,TE,0.08,TE
1907,0.0,0.0,0.0,4.79,0.0,73.0,0.0,0.0,4.31,0.0,33.0,218,2009,Chase Daniel,QB,0.0,QB
1909,0.0,17.0,109.0,4.55,0.0,71.0,0.0,0.0,4.37,0.0,32.0,218,2009,James Davis,RB,0.47,RB
1915,30.88,13.0,129.0,4.52,8.12,70.0,0.0,7.1,4.41,0.0,42.5,191,2009,Jarett Dillard,WR,0.72,WR
1932,0.0,23.0,0.0,4.68,0.0,73.0,0.0,0.0,0.0,0.0,0.0,226,2009,Arian Foster,RB,0.22,RB
1936,0.0,0.0,119.0,4.9,0.0,78.0,0.0,7.11,4.43,0.0,33.5,248,2009,Josh Freeman,QB,0.06,QB
1943,0.0,14.0,118.0,4.46,0.0,73.0,0.0,0.0,4.22,0.0,39.5,208,2009,Mike Goodson,RB,0.31,RB
1947,0.0,19.0,121.0,4.62,0.0,71.0,0.0,0.0,4.4,0.0,37.0,227,2009,Shonn Greene,RB,0.09,RB
1948,0.0,26.0,122.0,4.79,0.0,78.0,0.0,0.0,4.26,0.0,33.0,255,2009,Dan Gronkowski,TE,0.16,TE
1956,32.0,0.0,120.0,4.52,10.0,74.0,1.5,6.65,4.12,2.61,34.5,195,2009,Brian Hartline,WR,0.08,WR
1957,31.62,19.0,121.0,4.39,9.38,71.0,1.47,0.0,0.0,2.51,37.5,192,2009,Percy Harvin,WR,0.34,WR
1959,33.62,16.0,126.0,4.3,9.0,74.0,1.44,6.8,4.18,2.5,38.5,210,2009,Darrius Heyward-Bey,WR,0.08,WR
1960,0.0,21.0,107.0,4.84,0.0,77.0,0.0,0.0,4.56,0.0,30.5,262,2009,Anthony Hill,TE,0.53,TE
1965,0.0,34.0,108.0,4.83,0.0,75.0,0.0,0.0,4.55,0.0,33.0,300,2009,Evander Hood,DT,0.0,DL
1966,0.0,0.0,109.0,5.02,0.0,74.0,0.0,0.0,4.42,0.0,32.0,215,2009,Brian Hoyer,QB,0.38,QB
1970,0.0,24.0,97.0,4.96,0.0,75.0,0.0,0.0,4.73,0.0,24.5,301,2009,Corvey Irvin,DT,1.0,DL
1973,0.0,0.0,102.0,4.94,0.0,76.0,0.0,0.0,4.8,0.0,28.5,296,2009,Tyson Jackson,DE,0.08,DL
1974,0.0,21.0,107.0,5.07,0.0,75.0,0.0,0.0,4.6,0.0,30.0,256,2009,Tim Jamison,DE,0.22,DL
1977,0.0,29.0,120.0,4.59,0.0,73.0,0.0,0.0,4.2,0.0,34.0,231,2009,Rashad Jennings,RB,0.33,RB
1984,0.0,20.0,115.0,4.62,0.0,69.0,0.0,0.0,0.0,0.0,35.0,209,2009,Jeremiah Johnson,RB,0.38,RB
1985,0.0,28.0,128.0,4.69,0.0,79.0,0.0,0.0,4.37,0.0,38.5,266,2009,Michael Johnson,DE,0.03,DL
1993,0.0,0.0,103.0,5.21,0.0,75.0,0.0,0.0,4.78,0.0,28.0,321,2009,Terrance Knighton,DT,0.04,DL
1994,31.0,0.0,122.0,4.29,9.0,73.0,1.47,6.81,4.15,2.53,35.0,185,2009,Johnny Knox,WR,0.3,WR
1996,0.0,24.0,108.0,4.83,0.0,76.0,1.58,7.52,4.47,2.78,32.5,263,2009,Paul Kruger,DE,0.05,DL
1998,30.25,20.0,0.0,4.4,8.25,72.0,0.0,0.0,0.0,0.0,0.0,184,2009,Quinten Lawrence,WR,0.0,WR
2007,32.25,0.0,120.0,4.45,9.25,73.0,1.58,7.06,4.25,2.62,35.5,198,2009,Jeremy Maclin,WR,0.2,WR
2008,0.0,30.0,103.0,5.03,0.0,75.0,0.0,0.0,4.55,0.0,29.5,298,2009,Alex Magee,DT,0.06,DL
2014,33.25,0.0,127.0,4.6,9.88,74.0,1.56,7.07,4.15,2.65,36.5,210,2009,Mohamed Massaquoi,WR,0.16,WR
2020,0.0,0.0,112.0,4.61,0.0,75.0,0.0,0.0,4.49,0.0,33.0,225,2009,Stephen McGee,QB,0.19,QB
2023,31.25,0.0,113.0,4.37,9.0,73.0,0.0,6.96,4.1,0.0,37.0,189,2009,Kenny McKinley,WR,0.09,WR
2028,0.0,36.0,103.0,4.95,0.0,73.0,0.0,0.0,4.74,0.0,32.0,310,2009,Roy Miller,DT,0.13,DL
2031,0.0,25.0,100.0,5.07,0.0,76.0,0.0,0.0,0.0,0.0,30.5,305,2009,Fili Moala,DT,0.29,DL
2034,0.0,22.0,105.0,4.81,0.0,77.0,0.0,0.0,4.47,0.0,30.5,272,2009,Kyle Moore,DE,0.31,DL
2036,0.0,25.0,115.0,4.5,0.0,71.0,0.0,0.0,4.27,0.0,35.5,217,2009,Knowshon Moreno,RB,0.25,RB
2037,0.0,24.0,115.0,4.65,0.0,76.0,0.0,0.0,4.36,0.0,32.5,244,2009,Cameron Morrah,TE,0.44,TE
2040,33.62,12.0,117.0,4.32,10.0,75.0,1.48,6.95,4.45,2.58,34.5,203,2009,Louis Murphy,WR,0.19,WR
2042,0.0,19.0,115.0,4.52,0.0,77.0,0.0,0.0,4.46,0.0,33.0,240,2009,Shawn Nelson,TE,0.27,TE
2043,33.5,0.0,0.0,4.51,10.5,73.0,0.0,0.0,0.0,0.0,36.0,212,2009,Hakeem Nicks,WR,0.1,WR
2045,0.0,19.0,111.0,4.57,0.0,73.0,0.0,0.0,4.29,0.0,35.0,220,2009,Chris Ogbonnaya,RB,0.02,RB
2046,31.0,0.0,122.0,4.36,9.0,73.0,0.0,6.67,4.08,0.0,36.0,196,2009,Kevin Ogletree,WR,0.17,WR
2052,0.0,0.0,102.0,4.87,0.0,75.0,0.0,0.0,4.48,0.0,29.0,225,2009,Curtis Painter,QB,0.0,QB
2056,0.0,0.0,107.0,4.96,0.0,77.0,0.0,0.0,4.55,0.0,26.5,251,2009,Bear Pascoe,TE,0.02,TE
2058,0.0,27.0,117.0,4.34,0.0,70.0,0.0,0.0,4.29,0.0,40.0,216,2009,Cedric Peerman,RB,0.2,RB
2060,0.0,22.0,118.0,4.8,0.0,78.0,0.0,0.0,4.37,0.0,33.0,263,2009,Brandon Pettigrew,TE,0.16,TE
2062,0.0,20.0,112.0,4.78,0.0,78.0,0.0,0.0,4.27,0.0,33.5,251,2009,John Phillips,TE,0.35,TE
2065,0.0,0.0,107.0,5.03,0.0,73.0,0.0,0.0,4.75,0.0,30.0,319,2009,Myron Pryor,DT,0.62,DL
2067,0.0,24.0,119.0,4.88,0.0,76.0,0.0,0.0,4.62,0.0,32.5,264,2009,Richard Quinn,TE,0.12,TE
2068,0.0,33.0,103.0,5.12,0.0,74.0,0.0,0.0,4.69,0.0,32.0,337,2009,B.J. Raji,DT,0.26,DL
2072,0.0,23.0,115.0,4.55,0.0,69.0,0.0,0.0,4.11,0.0,34.0,205,2009,Javon Ringer,RB,0.22,RB
2075,31.5,0.0,0.0,4.46,9.62,75.0,1.53,6.72,4.19,2.62,37.5,209,2009,Brian Robiskie,WR,0.23,WR
2076,0.0,0.0,116.0,4.93,0.0,74.0,0.0,7.06,4.21,0.0,32.5,227,2009,Mark Sanchez,QB,0.22,QB
2079,0.0,21.0,125.0,4.44,0.0,70.0,0.0,0.0,4.08,0.0,36.0,200,2009,Bernard Scott,RB,0.39,RB
2081,0.0,24.0,112.0,4.86,0.0,77.0,0.0,0.0,4.88,0.0,30.5,266,2009,Matt Shaughnessy,DE,0.22,DL
2082,0.0,15.0,121.0,4.39,0.0,71.0,0.0,0.0,4.39,0.0,37.0,208,2009,Kory Sheets,RB,1.0,RB
2084,0.0,28.0,120.0,4.53,0.0,75.0,0.0,0.0,4.43,0.0,35.0,266,2009,Lawrence Sidbury,DE,0.5,DL
2093,0.0,0.0,107.0,4.81,0.0,74.0,0.0,7.06,4.47,0.0,30.5,225,2009,Matthew Stafford,QB,0.24,QB
2094,29.5,13.0,110.0,4.54,9.0,70.0,0.0,0.0,4.28,0.0,30.0,189,2009,Sammie Stroughter,WR,0.33,WR
2096,0.0,0.0,114.0,4.68,0.0,68.0,0.0,0.0,4.32,0.0,33.0,211,2009,Tyrell Sutton,RB,0.19,RB
2100,31.0,0.0,126.0,4.3,9.38,68.0,0.0,6.65,4.28,0.0,40.5,195,2009,Mike Thomas,WR,0.03,WR
2110,0.0,35.0,110.0,4.79,0.0,75.0,0.0,0.0,4.46,0.0,33.0,257,2009,David Veikune,DE,0.06,DL
2113,0.0,29.0,0.0,5.32,0.0,74.0,0.0,0.0,0.0,0.0,33.0,304,2009,Vance Walker,DT,0.19,DL
2114,31.38,14.0,129.0,4.28,9.0,73.0,1.43,0.0,4.27,2.45,40.0,199,2009,Mike Wallace,WR,0.0,WR
2121,31.0,15.0,0.0,4.65,9.25,73.0,0.0,0.0,0.0,0.0,33.0,194,2009,Derrick Williams,WR,0.19,WR
2133,0.0,19.0,107.0,5.01,0.0,75.0,0.0,0.0,4.58,0.0,31.5,275,2009,Jarius Wynn,DE,0.36,DL
2141,30.25,16.0,126.0,4.43,9.75,71.0,1.5,6.3,3.91,2.58,37.5,192,2008,Donnie Avery,WR,0.26,WR
2143,0.0,33.0,103.0,5.29,0.0,77.0,0.0,0.0,4.82,0.0,29.0,308,2008,Kentwan Balmer,DT,0.31,DL
2145,0.0,22.0,117.0,4.61,0.0,78.0,0.0,0.0,4.23,0.0,31.0,243,2008,Gary Barnidge,TE,0.24,TE
2148,0.0,15.0,110.0,4.48,0.0,73.0,0.0,0.0,4.22,0.0,26.0,209,2008,Earl Bennett,WR,0.19,WR
2149,0.0,18.0,118.0,4.68,0.0,78.0,0.0,0.0,4.53,0.0,34.0,259,2008,Martellus Bennett,TE,0.07,TE
2151,0.0,12.0,118.0,4.64,0.0,70.0,1.53,6.97,4.27,2.61,31.5,194,2008,Davone Bess,WR,0.1,WR
2169,0.0,20.0,111.0,5.0,0.0,76.0,0.0,0.0,4.64,0.0,28.0,318,2008,Red Bryant,DT,0.23,DL
2170,34.12,10.0,125.0,4.44,9.25,73.0,1.5,6.77,4.2,2.55,38.5,201,2008,Keenan Burton,WR,0.44,WR
2171,0.0,0.0,124.0,4.35,0.0,73.0,0.0,0.0,4.11,0.0,33.0,204,2008,Andre Caldwell,WR,0.05,WR
2172,0.0,16.0,111.0,5.04,0.0,80.0,0.0,0.0,4.69,0.0,29.5,290,2008,Calais Campbell,DE,0.06,DL
2174,0.0,20.0,113.0,4.88,0.0,77.0,0.0,0.0,4.28,0.0,30.5,251,2008,John Carlson,TE,0.28,TE
2178,0.0,0.0,122.0,4.38,0.0,71.0,0.0,0.0,4.22,0.0,30.5,200,2008,Jamaal Charles,RB,0.31,RB
2180,0.0,20.0,119.0,4.48,0.0,71.0,0.0,0.0,0.0,0.0,34.0,215,2008,Tashard Choice,RB,0.06,RB
2185,0.0,24.0,0.0,4.63,0.0,80.0,0.0,0.0,0.0,0.0,33.0,270,2008,Brad Cottam,TE,0.12,TE
2191,0.0,24.0,116.0,4.68,0.0,76.0,1.56,7.36,4.68,0.0,33.0,248,2008,Fred Davis,TE,0.06,TE
2192,0.0,22.0,118.0,4.59,0.0,79.0,0.0,0.0,4.38,0.0,28.0,262,2008,Kellen Davis,TE,0.07,TE
2196,0.0,21.0,111.0,5.2,0.0,76.0,0.0,0.0,4.67,0.0,26.0,292,2008,Marcus Dixon,DE,0.0,DL
2198,0.0,0.0,99.0,5.38,0.0,76.0,0.0,0.0,4.75,0.0,25.0,296,2008,Lionel Dotson,DT,0.12,DL
2199,0.0,0.0,120.0,4.51,0.0,71.0,0.0,0.0,4.12,0.0,31.0,176,2008,Harry Douglas,WR,0.24,WR
2203,0.0,0.0,109.0,4.71,0.0,76.0,0.0,0.0,4.65,0.0,27.0,263,2008,Chris Ellis,DE,0.12,DL
2204,0.0,34.0,105.0,5.26,0.0,73.0,0.0,0.0,4.73,0.0,26.5,309,2008,Sedrick Ellis,DT,0.15,DL
2207,0.0,24.0,115.0,4.83,0.0,75.0,0.0,0.0,4.19,0.0,29.0,251,2008,Derek Fine,TE,0.5,TE
2208,0.0,20.0,117.0,4.82,0.0,77.0,0.0,0.0,4.38,0.0,27.5,243,2008,Jermichael Finley,TE,0.3,TE
2209,0.0,0.0,110.0,4.84,0.0,79.0,0.0,0.0,4.27,0.0,28.5,236,2008,Joe Flacco,QB,0.09,QB
2211,0.0,0.0,109.0,4.79,0.0,74.0,0.0,0.0,4.34,0.0,28.0,231,2008,Matt Flynn,QB,0.03,QB
2213,0.0,23.0,118.0,4.44,0.0,74.0,0.0,0.0,4.23,0.0,33.0,217,2008,Matt Forte,RB,0.09,RB
2215,31.12,20.0,125.0,4.42,9.5,71.88,1.5,6.9,4.19,2.56,36.5,210,2008,Pierre Garcon,WR,0.11,WR
2218,33.12,37.0,125.0,4.65,10.0,75.0,1.53,7.12,4.4,0.0,35.5,266,2008,Vernon Gholston,DE,0.12,DL
2221,0.0,19.0,0.0,4.98,0.0,74.0,0.0,0.0,0.0,0.0,0.0,268,2008,Wallace Gilberry,DE,0.02,DL
2228,0.0,24.0,114.0,4.6,0.0,71.0,0.0,0.0,0.0,0.0,30.5,219,2008,BenJarvus Green-Ellis,RB,0.0,RB
2232,0.0,26.0,0.0,5.31,0.0,76.0,0.0,0.0,0.0,0.0,0.0,303,2008,Letroy Guion,DT,0.04,DL
2236,0.0,18.0,125.0,4.45,0.0,78.0,0.0,0.0,4.2,0.0,31.5,217,2008,James Hardy,WR,0.69,WR
2237,0.0,0.0,120.0,4.56,0.0,76.0,0.0,0.0,4.43,0.0,28.5,213,2008,Justin Harper,WR,0.06,WR
2240,0.0,23.0,110.0,4.69,0.0,69.0,0.0,0.0,0.0,0.0,28.0,206,2008,Mike Hart,RB,0.25,RB
2242,0.0,14.0,117.0,4.57,0.0,71.0,0.0,0.0,0.0,0.0,0.0,187,2008,Lavelle Hawkins,WR,0.06,WR
2243,0.0,34.0,108.0,5.14,0.0,76.0,0.0,0.0,4.54,0.0,27.0,291,2008,Nick Hayden,DT,0.02,DL
2248,0.0,0.0,106.0,4.92,0.0,75.0,0.0,0.0,4.4,0.0,25.5,230,2008,Chad Henne,QB,0.27,QB
2259,0.0,26.0,109.0,4.91,0.0,76.0,0.0,0.0,4.75,0.0,29.0,274,2008,Kenny Iwebema,DE,0.44,DL
2261,0.0,0.0,120.0,4.35,0.0,70.0,1.53,6.82,4.19,2.52,34.5,169,2008,DeSean Jackson,WR,0.12,WR
2263,0.0,31.0,108.0,4.82,0.0,76.0,0.0,0.0,4.4,0.0,31.0,271,2008,Lawrence Jackson,DE,0.09,DL
2265,0.0,0.0,0.0,4.24,0.0,71.0,0.0,0.0,0.0,0.0,35.0,197,2008,Chris Johnson,RB,0.15,RB
2269,0.0,0.0,121.0,4.58,0.0,74.0,0.0,0.0,4.26,0.0,32.5,210,2008,Steve Johnson,WR,0.27,WR
2271,0.0,0.0,124.0,4.44,0.0,70.0,0.0,0.0,4.19,0.0,33.5,207,2008,Felix Jones,RB,0.09,RB
2278,0.0,26.0,131.0,4.53,0.0,74.0,0.0,0.0,4.14,0.0,38.0,242,2008,Dustin Keller,TE,0.75,TE
2282,0.0,24.0,114.0,4.95,0.0,78.0,0.0,0.0,4.69,0.0,27.0,287,2008,Kendall Langford,DE,0.14,DL
2284,0.0,35.0,103.0,5.09,0.0,73.0,0.0,0.0,4.49,0.0,30.5,304,2008,Trevor Laws,DT,0.1,DL
2288,0.0,0.0,124.0,4.75,0.0,75.0,0.0,0.0,4.21,0.0,34.0,272,2008,Chris Long,DE,0.15,DL
2292,0.0,16.0,117.0,4.59,0.0,73.0,0.0,0.0,4.27,0.0,32.0,181,2008,Mario Manningham,WR,0.25,WR
2299,0.0,0.0,128.0,4.33,0.0,73.0,0.0,0.0,0.0,0.0,33.0,211,2008,Darren McFadden,RB,0.34,RB
2304,0.0,26.0,117.0,4.41,0.0,70.0,0.0,0.0,4.18,0.0,33.5,225,2008,Rashard Mendenhall,RB,0.04,RB
2314,32.5,0.0,123.0,4.51,10.0,75.0,1.5,7.03,4.35,2.59,31.0,217,2008,Jordy Nelson,WR,0.48,WR
2318,0.0,32.0,104.0,5.32,0.0,77.0,0.0,0.0,4.95,0.0,23.0,347,2008,Frank Okam,DT,0.19,DL
2319,0.0,17.0,112.0,4.52,0.0,71.0,0.0,0.0,0.0,0.0,31.0,228,2008,Xavier Omon,RB,0.06,RB
2323,0.0,19.0,125.0,4.47,0.0,73.0,0.0,0.0,4.29,0.0,34.0,224,2008,Jalen Parmele,RB,0.31,RB
2332,0.0,20.0,130.0,4.48,0.0,69.0,0.0,0.0,4.32,0.0,34.5,201,2008,Darius Reynaud,WR,0.25,WR
2333,0.0,23.0,119.0,4.42,0.0,68.0,0.0,0.0,4.2,0.0,31.5,199,2008,Ray Rice,RB,0.01,RB
2343,0.0,24.0,124.0,4.39,0.0,70.0,0.0,0.0,4.34,0.0,36.0,184,2008,Eddie Royal,WR,0.19,WR
2345,0.0,0.0,0.0,4.89,0.0,77.0,0.0,0.0,4.51,0.0,0.0,228,2008,Matt Ryan,QB,0.03,QB
2346,0.0,14.0,121.0,4.8,0.0,76.0,0.0,0.0,4.27,0.0,36.0,250,2008,Tom Santi,TE,0.69,TE
2347,0.0,13.0,117.0,4.53,0.0,68.0,0.0,0.0,0.0,0.0,32.5,187,2008,Dantrell Savage,RB,0.44,RB
2354,0.0,0.0,124.0,4.4,0.0,69.0,0.0,0.0,0.0,0.0,32.5,216,2008,Chad Simpson,RB,0.31,RB
2355,0.0,0.0,136.0,4.42,0.0,74.0,1.47,7.08,4.52,2.57,37.5,199,2008,Jerome Simpson,WR,0.02,WR
2356,0.0,20.0,0.0,5.06,0.0,74.0,0.0,0.0,0.0,0.0,27.0,310,2008,Pat Sims,DT,0.15,DL
2357,0.0,19.0,118.0,4.45,0.0,69.0,0.0,0.0,0.0,0.0,33.5,197,2008,Steve Slaton,RB,0.16,RB
2363,0.0,0.0,119.0,4.59,0.0,73.0,0.0,0.0,4.5,0.0,35.0,187,2008,Taj Smith,WR,0.0,WR
2365,0.0,27.0,114.0,4.59,0.0,75.0,0.0,0.0,4.31,0.0,27.5,254,2008,Craig Stevens,TE,0.21,TE
2367,0.0,28.0,128.0,4.46,0.0,70.0,0.0,0.0,0.0,0.0,36.5,235,2008,Jonathan Stewart,RB,0.25,RB
2371,0.0,0.0,0.0,4.48,0.0,76.0,0.0,0.0,0.0,0.0,35.0,215,2008,Limas Sweed,WR,0.62,WR
2374,0.0,18.0,109.0,4.58,0.0,76.0,0.0,0.0,4.27,0.0,30.0,236,2008,Jacob Tamme,TE,0.08,TE
2376,0.0,0.0,126.0,4.4,0.0,74.0,0.0,0.0,4.26,0.0,28.0,215,2008,Devin Thomas,WR,0.06,WR
2380,0.0,25.0,117.0,4.75,0.0,77.0,0.0,0.0,4.23,0.0,32.0,264,2008,Jeremy Thompson,DE,0.5,DL
2381,0.0,21.0,120.0,4.61,0.0,73.0,0.0,0.0,0.0,0.0,34.0,222,2008,Ryan Torain,RB,0.19,RB
2397,28.38,20.0,121.0,4.38,9.12,67.5,1.44,7.03,4.2,2.5,38.0,197,2008,Danny Woodhead,RB,0.29,RB
